# X    Twist    Chord
0.2575	68.125	0.029660138
0.265	67.75	0.03044055
0.2725	67.375	0.031216238
0.28	67	0.0319872
0.2875	66.625	0.032753438
0.295	66.25	0.03351495
0.3025	65.875	0.034271738
0.31	65.5	0.0350238
0.3175	65.125	0.035771138
0.325	64.75	0.03651375
0.3325	64.375	0.037251638
0.34	64	0.0379848
0.3475	63.625	0.038713238
0.355	63.25	0.03943695
0.3625	62.875	0.040155938
0.37	62.5	0.0408702
0.3775	62.125	0.041579738
0.385	61.75	0.04228455
0.3925	61.375	0.042984638
0.4	61	0.04368
0.4075	60.625	0.044370638
0.415	60.25	0.04505655
0.4225	59.875	0.045737738
0.43	59.5	0.0464142
0.4375	59.125	0.047085938
0.445	58.75	0.04775295
0.4525	58.375	0.048415238
0.46	58	0.0490728
0.4675	57.625	0.049725638
0.475	57.25	0.05037375
0.4825	56.875	0.051017138
0.49	56.5	0.0516558
0.4975	56.125	0.052289738
0.505	55.75	0.05291895
0.5125	55.375	0.053543438
0.52	55	0.0541632
0.5275	54.625	0.054778238
0.535	54.25	0.05538855
0.5425	53.875	0.055994138
0.55	53.5	0.056595
0.5575	53.125	0.057191138
0.565	52.75	0.05778255
0.5725	52.375	0.058369238
0.58	52	0.0589512
0.5875	51.625	0.059528438
0.595	51.25	0.06010095
0.6025	50.875	0.060668738
0.61	50.5	0.0612318
0.6175	50.125	0.061790138
0.625	49.75	0.06234375
0.6325	49.375	0.062892638
0.64	49	0.0634368
0.6475	48.625	0.063976238
0.655	48.25	0.06451095
0.6625	47.875	0.065040938
0.67	47.5	0.0655662
0.6775	47.125	0.066086738
0.685	46.75	0.06660255
0.6925	46.375	0.067113638
0.7	46	0.06762
0.7075	45.625	0.068121638
0.715	45.25	0.06861855
0.7225	44.875	0.069110738
0.73	44.5	0.0695982
0.7375	44.125	0.070080938
0.745	43.75	0.07055895
0.7525	43.375	0.071032238
0.76	43	0.0715008
0.7675	42.625	0.071964638
0.775	42.25	0.07242375
0.7825	41.875	0.072878138
0.79	41.5	0.0733278
0.7975	41.125	0.073772738
0.805	40.75	0.07421295
0.8125	40.375	0.074648438
0.82	40	0.0750792
0.8275	39.625	0.075505238
0.835	39.25	0.07592655
0.8425	38.875	0.076343138
0.85	38.5	0.076755
0.8575	38.125	0.077162138
0.865	37.75	0.07756455
0.8725	37.375	0.077962238
0.88	37	0.0783552
0.8875	36.625	0.078743438
0.895	36.25	0.07912695
0.9025	35.875	0.079505738
0.91	35.5	0.0798798
0.9175	35.125	0.080249138
0.925	34.75	0.08061375
0.9325	34.375	0.080973638
0.94	34	0.0813288
0.9475	33.625	0.081679238
0.955	33.25	0.08202495
0.9625	32.875	0.082365938
0.97	32.5	0.0827022
0.9775	32.125	0.083033738
0.985	31.75	0.08336055
0.9925	31.375	0.083682638

